emis_num,level,region,council,chfdom,school_name_and_town,phone,owner
130901312,JSS,East,kono district council,9,ANSARUL ISLAMIC SEC.SCHOOL YENGEMA,76853496,government
130901315,JSS,East,kono district council,9,SAINT CHARLES ACADEMY JUNIOR SECONDARY SCHOOL MITEMA YENGEMA MOTEMA,077-553618,community
130901316,JSS,East,kono district council,9,YENGEMA JUNIOR SECONDARY SCHOOL YENGEMA,076713124,mission
130901317,JSS,East,kono district council,9,UNITED METHODIST CHURCH JUNIOR SECONDARY SCHOOL YENGEMA,076760850,mission
130901318,JSS,East,kono district council,9,PAKISTAN ISLAMIC JUNIOR SECONDARY SCHOOL YENGAMA YENGEMA,077356349,mission
130901401,SSS,East,kono district council,9,YENGEMA SENIOR SECONDARY SCHOOL YENGEMA,76713124,mission
130901402,SSS,East,kono district council,9,ANSARUL ISLAMIC SENIOR SECONDARY SCHOOL,076-853496,government
130902101,Preschool,East,kono district council,9,COMMUNITY PR PRIMARY SCHOOL BUMPEH,76227863,community
130902102,Preschool,East,kono district council,9,GROWTH CENTER PRE-SCHOOL BUMPEH,088116230,community
130902103,Preschool,East,kono district council,9,PRE PRIMARY SCHOOL BANDAFAYIE BANDAFAYIE,030277381,community
130902104,Preschool,East,kono district council,9,CHRISTAIN LEADERSHIP COLLEGE PRE-SCHOOL BANDAFADA,077762443,mission
130902201,Primary,East,kono district council,9,COMMUNITY PRIMARY SCHOOL BUMPEH,077411510,community
130902202,Primary,East,kono district council,9,ROMAN CATHOLIC PRIMARY BUMPEH BUMPEH,76977562,mission
130902203,Primary,East,kono district council,9,SUPREME ISLAMIC COUNCIL PRIMARY SCHOOL BUMPEH KONO BUMPEH,076932763,mission
130902204,Primary,East,kono district council,9,UNITED METHODIS CHURCH PRIMARY SCHOOL BUMPEH BUMPEH,88732046,mission
130902205,Primary,East,kono district council,9,UNITED METHODIST CHURCH PRIMARY SCHOOL NYAMUNDU NYAMUNDU,078418797,mission
130902206,Primary,East,kono district council,9,ANSARUL ISLAMIC PRIMARY SCHOOL SEIDU,76354060,community
130902207,Primary,East,kono district council,9,UNITED METHODIST CHURCH PRIMARY SCHOOL SMALL NGAIYA SMALL NGAIYA,76586351,mission
130902210,Primary,East,kono district council,9,SUPREME ISLAMIC PRIMARY SCHOOL BANDAFAYIE,None,mission
130902212,Primary,East,kono district council,9,CHRISTIAN LEADSHIP COLLEGE PRIMARY SCHOOL BANDAFADA,077762443,mission
130902301,JSS,East,kono district council,9,BUMPEH ARICULTUREAL SEC SCHOOL BUMPEH,76818896,mission
130902302,JSS,East,kono district council,9,SUPREME ISLAMIC COUNCIL JUNIOR SEC. SCHOOL BUMPEH,76932763,mission
130902401,SSS,East,kono district council,9,SUPREME ISLAMIC COUNCIL SENIOR SECONDARY SCHOOL BUMPEH,76932763,mission
130902402,SSS,East,kono district council,9,CHRISTIAN LEADERSHIP COLLEGE SENIOR SECONDARY SCHOOL,076576981,mission
130903101,Preschool,East,kono district council,9,MUDDY LOTUS PRE-PRIMARY SCHOOL BONGEMA ONE,77508786,community
130903102,Preschool,East,kono district council,9,NJAIAMA COMMUNITY PRE PRIMARY SCHOOL JAIAMA,099150480,community
130903103,Preschool,East,kono district council,9,UNITED METHODIST CHURCH PRE- SCHOOL JAIMA TOWN,099193588,mission
130903104,Preschool,East,kono district council,9,KONO DISTRICT EDUCATION COMMITTEE PRE- SCHOOL,078337448,government
130903201,Primary,East,kono district council,9,MUDDY LOTUS PRIMARY BONGEMA ONE,77508786,community
130903202,Primary,East,kono district council,9,ANSARUL PRIMARY SCHOOL GBONGEMA UP,76126125,community
130903203,Primary,East,kono district council,9,KONO DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL CANAAN,078337442,government
130903205,Primary,East,kono district council,9,NJAIAMA COMMUNITY PRIMARY SCHOOL JAIAMA,099150480,community
130903206,Primary,East,kono district council,9,KONO DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL KISSY TOWN KISSY TOWN,088377568,government
130903207,Primary,East,kono district council,9,UNITED METHODIST CHURCH PRIMARY SCHOOL. NGEIHUN,030180104,mission
130903208,Primary,East,kono district council,9,ROMAN CATHOLIC PRIMARY SCHOOL BANDADU SEYEKOR,30130466,mission
130903209,Primary,East,kono district council,9,ST FRANCIS PRIMARY SCHOOL JAIAMA,076-589666,mission
130903210,Primary,East,kono district council,9,ROMAN CATHOLIC PRIMARY SCHOOL GONGAMA,030-437678,mission
130903212,Primary,East,kono district council,9,EVANGELICAL INTERNATIONAL PRIMARY SCHOOL NGAIYA,088377007,mission
130903301,JSS,East,kono district council,9,JAIAMA SEC. SCHOOL JAIAMA,76708975,mission
130903302,JSS,East,kono district council,9,FOAMANSA MEMORIAL ACADEMY NJALA NIMIKOROMA KONO NJALA,88295128,community
130903303,JSS,East,kono district council,9,FOAMANSA MEMORAL ACADEMY SENGEKORO 088-485879/ 079,None,community
130903401,SSS,East,kono district council,9,JAIAMA SECONDARY JAIAMA,76768975,mission
130904111,Preschool,East,kono district council,9,SEIDU COMMUNITY PRE PRIMARY SCHOOL SEIDU,076313232,community
130904112,Preschool,East,kono district council,9,NYINBADU COMMUNITY PRE- PRIMARY SCHOOL NYIMBADU,077-513514,community
130904113,Preschool,East,kono district council,9,ACEDO PRE-SCHOOL KOMAO,077062118,community
130904114,Preschool,East,kono district council,9,CHRIST THE REDEEMER NJAGBWEMA,088509696,mission
130904201,Primary,East,kono district council,9,ROMAN CATHOLIC PRIMARY SCHOOL NJAGBEMA NIMOKORO FUTINGAYA,77539523,mission
130904202,Primary,East,kono district council,9,GBEKOR COMMUNITY SCHOOL GBEKOR GBEKOR,030263450,community
130904203,Primary,East,kono district council,9,ANSARUL PRIMARY SCHOOL JAGBWEMA,77402550,mission
130904204,Primary,East,kono district council,9,ALADURA PRIMARY SCHOOL. MAMBODU,30101792,community
130904205,Primary,East,kono district council,9,ROMAN CATHOLIC PRIMARY SCHOOLMANSUDU QUIGBAYA 1 KONO DISTRICT MANSUDU QUIGBAYA 1,78451712,mission
130904206,Primary,East,kono district council,9,ROMAN CATHOLIC PRIMARY SCHOOL SAGBE SAGBE,030027041,mission
130904207,Primary,East,kono district council,9,UNITED METHODIST CHURCH PRIMARY SCHOOL. SEIDU SEIDU,78914002,mission
130904208,Primary,East,kono district council,9,ISLAMIC PRIMARY SCHOOL TONGOMA TONGOMA,077757540,mission
130904209,Primary,East,kono district council,9,ALADURA PRIMARY SCHOOL YIGBEDA,77275294,mission
130904211,Primary,East,kono district council,9,ISLAMIC CALL SOCIETY COMMUNITY PRIMARY SCHOOL KAMADONKEYA,077-230342,mission
130904212,Primary,East,kono district council,9,EVANGELICAL MODEEL PRIMARY SCHOOL YIMA,077356966,mission
130904213,Primary,East,kono district council,9,NYIMBADU COMMUNITY NIMBADU,030417578,community
130904214,Primary,East,kono district council,9,PRIMATE FOFANA MEMORIAL COMMUNITY PRIMARY PETOR,088438062,community
130904215,Primary,East,kono district council,9,ALADURA KOMAO KOMAO,077918634,mission
130904217,Primary,East,kono district council,9,KONO DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL SEIDU,076313232,government
130904218,Primary,East,kono district council,9,CHRIST THE REDEEMER PRIMARY SCHOOL NJAGBWEMA,088457536,mission
130904219,Primary,East,kono district council,9,ACEDO PRIMARY SCHOOL KOMAO,030993595,community
130904301,JSS,East,kono district council,9,ANSARUL ISLAMIC JUNIOR SEC. SCHOOL BENDUMA,77262166,mission
130904302,JSS,East,kono district council,9,CHRIST THE KING SECONDARY SCHOOL FUTINGAYA FUTINGAYA,76226113,mission
130904303,JSS,East,kono district council,9,ANSARUL ISLAMIC JUNIOR SECONDARY SCHOOL SEIDU,76994969,community
130904304,JSS,East,kono district council,9,GBOGBOAFEH ALADURA JSS YIGBEDA,088862080,mission
130904305,JSS,East,kono district council,9,CHRIST THE REDEMMER INTERNATIONAL ACADEMY NJAGBWEMA,077607021,mission
131001201,Primary,East,kono district council,10,ANSARUL ISLAMIC PRIMARY SCHOOL BAMBAFOEDU,099650182,mission
131001202,Primary,East,kono district council,10,S L M Y C O FANDEHUN FANDEHUN,076673230,mission
131001203,Primary,East,kono district council,10,ROMAN CATHOLIC PRIMARY GBUNDURU,088670161,mission
131001205,Primary,East,kono district council,10,SIERRE LOENE MUSLIN YOUTH CULTURAL ORGANISATION NDORGBOI,78210905,mission
131001206,Primary,East,kono district council,10,ROMAN CATHOLIC PRIMARY SCHOOL NGO TOWN,076624626,mission
131001207,Primary,East,kono district council,10,SENENTH DAY ADENTIST PRIMARY SANDIA SANDIA,099225874,mission
131001208,Primary,East,kono district council,10,SIERRA LEONE MUSLIM YOUTH CULTURAL ORGANIZATION SANDIYA,76237985,mission
131001209,Primary,East,kono district council,10,ROMAN CATHOLIC PRIMARY SCHOOL WALEHUN WALEHUM,078135831,mission
131001210,Primary,East,kono district council,10,ROMAN CATHOLIC PRIMARY SCHOOL YOMANJA,077829651,mission
131001301,JSS,East,kono district council,10,YIEGBEMA JUNIOR SCE. SCHOOL NGO-TOWN,88013410,community
131002201,Primary,East,kono district council,10,BENDU COMMUNITY SCHOOL BENDU,076555528,community
131002202,Primary,East,kono district council,10,ROMAN CATHOLIC PRIMARY SCHO BENDU CONDEMA CONDAMA,76478181,mission
131002203,Primary,East,kono district council,10,EVANGELICAL MODEL PRIMARY SCHOOL KANGAMA,77327263,mission
131002204,Primary,East,kono district council,10,ANSARUL ISLAMIC PRIMARY SCHOOL MASSA BENDU,77551957,mission
131002205,Primary,East,kono district council,10,EVANGELICAL MODEL PRIMARY SCHOOL MASSA BENDU,088496934,mission
131002206,Primary,East,kono district council,10,KONO DISTRICT EDUCATION COMMITTEE PRIMARY SUMBEDU,030326997,government
131002207,Primary,East,kono district council,10,KONO DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL TEMBEDU,076199955,government
131002208,Primary,East,kono district council,10,NJALA COMMUNITY PRI. SCH. NJALA,076968322,community
131002209,Primary,East,kono district council,10,SIERRA LEONE MUSLIM BROTHERHOOD PRI. SCH. BAMBAKUNAYA,030532935,mission
131002210,Primary,East,kono district council,10,KUNDUKORO COMMUNITY PRI. SCH. KUNDUKORO,077485365,community
131002301,JSS,East,kono district council,10,BAFINFE JUNIOR SEC.SCHOOL CONDAMA,79757388,community
131002302,JSS,East,kono district council,10,ANSURAL ISLAMIC SEC.SCHOOL MASSABENDU,078679098,mission
131003101,Preschool,East,kono district council,10,AL-HARRKAN PRE SCHOOL SEWAFE,76229500,community
131003102,Preschool,East,kono district council,10,HOLY GOAST PRE PRIMARY SCHOOL SEWAFE,076754212,community
131003201,Primary,East,kono district council,10,SEVENTH DAY ADVENTIST PRIMARY BASSAYA,78365131,community
131003202,Primary,East,kono district council,10,WOMEN'S DEVELOPMENT ASSOCIATION JAIAMA SEWEFE,076729159,community
131003203,Primary,East,kono district council,10,ALADURA PRIMARY SCHOOL MADINA,088811123,community
131003204,Primary,East,kono district council,10,SIERRA LEONE MUSLIM YOUTH CULTURAL ORDANIZATION NYANDEHUN,078534055,mission
131003205,Primary,East,kono district council,10,ROMAN CATHOLIC PRIMARY SCHOOL PEYA,078470692,mission
131003206,Primary,East,kono district council,10,HOLY GOST PRIMARY SCHOOL SEWEFE,076754212,private
131003208,Primary,East,kono district council,10,ROMAN CATHOLIC PRIMARY SCHOOL SEWAFE,76411317,mission
131003209,Primary,East,kono district council,10,SEVENTH DAY ADVENTIST PRIMARY SCHOOL SEWAFE,076998191,mission
131003210,Primary,East,kono district council,10,SIERRA LEONE MUSLIM YOUTH CULTURAL ORGANIZATION SEWAFE JAIAMA SEWAFE,076587663,mission
131003211,Primary,East,kono district council,10,ALADURA PRI. SCH. SEWAFE,076411848,mission
131003212,Primary,East,kono district council,10,TEIKO COMMUNITY PRI. SCH. TEIKO,077099683,community
131003213,Primary,East,kono district council,10,YAGBEYA COMMUNITY PRI. SCH.,088679948,community
131003214,Primary,East,kono district council,10,NYAWAMA COMMUNITY PRI. SCH. NYAWAMA,099342639,community
131003215,Primary,East,kono district council,10,KONO KANDU COMMUNITY PRI. SCH. KONO KANDU,076478181,community
131003216,Primary,East,kono district council,10,SALVATION BI-LINGUAL PRIMARY SCHOOL SEWAFE,088377250,community
131003301,JSS,East,kono district council,10,AL-HARAKAN ISLAMIC SEC.SCHOOL JAIAMA SEWAFE,78007960,mission
131003302,JSS,East,kono district council,10,SEWAFE SEC.SCHOOL JAIAMA SEWAFE,76713190,community
131003401,SSS,East,kono district council,10,AL-HARRKAN ISLAMIC SEC.SECHOOL JAIAMA SEWAFE,78007960,mission
131003402,SSS,East,kono district council,10,SEWAFE SEC.SCHOOL JAIAMA SEWAFE,76713190,mission
131101101,Preschool,East,kono district council,11,GOD'S MISSION PRE-PRIMARY SCHOOL FENIMA,77602457,community
131101102,Preschool,East,kono district council,11,DIANS PRE PRIMARY SCHOOL TEFEYA,088640845,community
131101103,Preschool,East,kono district council,11,MODERN ELEMENTRY PRE SCHOOL TEFEYA,077430152,community
131101104,Preschool,East,kono district council,11,KINGS OF THE DAY INTERNATIONA PRE-SCHOOL WAIDALA,079-099119,community
131101201,Primary,East,kono district council,11,ROMAN CATHOLIC PRIMARY SCHOOL BAGBEMA,77787196,private
131101202,Primary,East,kono district council,11,LUTHERAN PRIMARY SCHOOL MBAOMA SANDOR BAIMA II,77707479,mission
131101203,Primary,East,kono district council,11,ST JOHN ROMAN CATHOLIC PRIMARY BENDU KONDAMA BENDU KONDAMA,77621701,mission
131101204,Primary,East,kono district council,11,GOD'S MISSION PRIMARY SCHOOL FENIMA,30134725,community
131101205,Primary,East,kono district council,11,ANSARUL ISLAMIC SCHOOL TEFEYA,77676669,mission
131101206,Primary,East,kono district council,11,DIANS PRIMARY SCHOOL TEFEYA,088640845,mission
131101207,Primary,East,kono district council,11,MODERN ELEMENTARY PRIMARY SCHOOL TEFEYA,077430152,community
131101208,Primary,East,kono district council,11,ROMAN CATHOLIC PRIMARY SCHOOL TEFEYA,030560262,mission
131101209,Primary,East,kono district council,11,ROMAN CATHOLIC PRIMARY SCHOOL WAIDALA,88983464,mission
131101210,Primary,East,kono district council,11,COMMUNITY PRIMARY SCHOOL FOEBOMA,088-000504,community
131101212,Primary,East,kono district council,11,ISLAMIC PRIMARY SCHOOL GBAMPIODU,078594843,mission
131101213,Primary,East,kono district council,11,K.D.E.C PRIMARY SCHOOL KOEMA,030875961,community
131101301,JSS,East,kono district council,11,TEFEYA JUNIOR SEC SCHOOL TEFEYA,88707596,community
131101302,JSS,East,kono district council,11,GOD'S MISSION JUNIOR SEC SCHOOL WAIDALA,030135622,private
131102101,Preschool,East,kono district council,11,FASULUKU ELEMENTRY PRE SCHOOL YAWANTANDA,079530307,private
131102201,Primary,East,kono district council,11,KONO DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL BANGAMBAYA,78579146,government
131102202,Primary,East,kono district council,11,KONO DISTRICT EDUCATION COMMITTEE BAUDU,78020032,government
131102204,Primary,East,kono district council,11,KONO DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL KAMBAYA,79378574,government
131102205,Primary,East,kono district council,11,LUTHERAN PRIMARY SCHOOL KAYIMA,78247914,community
131102206,Primary,East,kono district council,11,TABERNACLE PRIMARY SCHOOL KAYIMA,78282707,community
131102207,Primary,East,kono district council,11,UNITED METHODIST CHURCH PRIMARY SCHOOL KAYIMA,079530307,mission
131102208,Primary,East,kono district council,11,KONO DISTRICT EDUCATION COMMITTEE NEMESSEYA NEMESEYA,None,government
131102209,Primary,East,kono district council,11,SUPRERME ISAMIC COUNCIL PRIMARY SCHOOL CHENDAYA SANDOR,79957546,mission
131102210,Primary,East,kono district council,11,UNITED METHODIST CHURCH PRIMARY SCHOOL YARYAH,None,mission
131102211,Primary,East,kono district council,11,SARA ISLAMIC PRIMARY KAYIMA,076377602,community
131102213,Primary,East,kono district council,11,BENGOYAMA COMMUNITY PRIMARY SCHOOL BENGOYAMA,76725253,community
131102301,JSS,East,kono district council,11,FASULUKU MEMORIAL JUNIOR SEC.SCHOOL KAYIMA,76725253,community
131103101,Preschool,East,kono district council,11,AFRICA COMMUNITY EMPOWERMENT DEVELOPMENT ORGANISATION YORMANDU,76724731,community
131103201,Primary,East,kono district council,11,KONO DISTRICT EDUCATION COMMUNITY FOAMAGADU FOEMAGADU,76106615,community
131103202,Primary,East,kono district council,11,UNITED METHODIST CHURCH PRIMARY SCHOOL YORMANDU,76374201,mission
131103203,Primary,East,kono district council,11,THE KING'S MISSION PRIMARY SCHOOL KAMBAYA,30447511,community
131103204,Primary,East,kono district council,11,UNITED METHODIST CHURCH SCHOOL MANSUNDU MANSUNDU SANDOR,030883001,mission
131103205,Primary,East,kono district council,11,ALADURA PRIMARY SCHOOL MANSUNDU- WA,78043516,mission
131103206,Primary,East,kono district council,11,EVANGELICAL MODEL PRIMARY SCHOOL TEGBADU SANDOR TEGBADU,78424885,mission
131103207,Primary,East,kono district council,11,EVANGELICAL MODEL PRIMARY RENGEMA SANDOR YENGEMA SANDOR,77630259,mission
131103208,Primary,East,kono district council,11,SUPRIME ISLAMIC COUNCIL YORMADU,78461802,mission
131103209,Primary,East,kono district council,11,ANSARUL ISLAMIC PRIMARY SCHOOL YORMANDU,78532482,community
131103210,Primary,East,kono district council,11,AFRICAN COMMUNITY EMPOWERMENT DEVELOPMENT ORGNISATION YORMANDU,76724731,mission
131103211,Primary,East,kono district council,11,ALDURA PRIMARY SCHOOL TOMBU,076547469,mission
131103213,Primary,East,kono district council,11,K.D.E.C. PRIMARY YARDU KONGOR,079570128,community
131103214,Primary,East,kono district council,11,ANSARUL ISLAMIC PRIMARY YORKODU,077834869,mission
131103215,Primary,East,kono district council,11,ALADURA PRIMARY SCHOOL KOIDU SANDOR,079-817902,mission
131103216,Primary,East,kono district council,11,COMMUNITY PRIMARY KANGORFINJOH,079623757,community
131103219,Primary,East,kono district council,11,ALADURA PRIMARY SCHOOL KANJADU,076100789,mission
131103220,Primary,East,kono district council,11,KONO DISTRICT EDUCATION COMMITTEE BENDUI,078483166,government
131103301,JSS,East,kono district council,11,YORMANDU HIGH SCHOOL YORMANDU,76745965,mission
131104102,Preschool,East,kono district council,11,KAWAFEH ELEMENTARY KONDEYA,76572590,community
131104201,Primary,East,kono district council,11,ALADURA PRIMARY SCHOOL BAYAWANDU,76903229,mission
131104202,Primary,East,kono district council,11,ALADURA PRIMARY SCHOOL BONGEMA 1,76896945,mission
131104203,Primary,East,kono district council,11,KONO DISTRICT EDUCATION COMMUNITTEE PRIMARY SCHOOL BONONDOR,078738199,government
131104204,Primary,East,kono district council,11,KONO DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL BUMANJAH,79376890,government
131104205,Primary,East,kono district council,11,SIERRA LOENE MUSLIM BROTHERHOOD DOMBADU,None,community
131104206,Primary,East,kono district council,11,DUNAMOR ISLAMIC PRIMARY SCHOOL DUNAMOR,078279097,mission
131104207,Primary,East,kono district council,11,ALADURA PRIMARY SCHOOL FABANDU,76629779,mission
131104208,Primary,East,kono district council,11,LUTHERAN COMMUNITY PRIMARY SCHOOL FEKEYAH,78921642,community
131104209,Primary,East,kono district council,11,KONO DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL FENEMA,76107794,government
