emis_num,level,region,council,chfdom,school_name,town_name,phone,owner
220401205,Primary,North,kambia district council,4,Sierra Leone Muslim Brotherhood,Mambolo,88535996,mission
220401206,Primary,North,kambia district council,4,Church Of God Prophecy Primary School,Mando,76269525,mission
220401207,Primary,North,kambia district council,4,Community Primary School,Mapagbo,76202351,community
220401208,Primary,North,kambia district council,4,Kambai District Education Committee,Mayakie,088348478,government
220401209,Primary,North,kambia district council,4,Saint John Primary School Mayakie,Mayankie,78840295,mission
220401210,Primary,North,kambia district council,4,Baptist Model Primary School,Robana,76544487,mission
220401211,Primary,North,kambia district council,4,Umar Bin Al-Khatab Primary School,Robana,88990869,mission
220401212,Primary,North,kambia district council,4,King Fahad Islamic Primary School,Robis,78777405,government
220401213,Primary,North,kambia district council,4,Yeliboya Forkoh Community Promary School,Roforkoh,77499936,community
220401214,Primary,North,kambia district council,4,Community Primary School,Rokupr,78251969,community
220401215,Primary,North,kambia district council,4,Sierra Leone Muslim Brotherhood Primary School,Royark,78779827,mission
220401216,Primary,North,kambia district council,4,Evangelical Primary School,Tapetoke,76999872,mission
220401217,Primary,North,kambia district council,4,Baptist Model Primary School,Malambay,77221959,mission
220401218,Primary,North,kambia district council,4,Umar Bin Al-Khatap Primary School,Malambay,076337556,mission
220401219,Primary,North,kambia district council,4,Church Of God Primary School,Kobia,None,mission
220401301,JSS,North,kambia district council,4,Evangelical Model High School,Kayakie,088356476,community
220401302,JSS,North,kambia district council,4,Baptist Model Junior Secondary School,Malambay,77849188,government
220401303,JSS,North,kambia district council,4,Baptist Junior Secondary School,Robana,88417830,mission
220401304,JSS,North,kambia district council,4,Umar Bin Al-Khatar Secondary School,Robana,077477699,mission
220401305,JSS,North,kambia district council,4,King Fahad Islamic Junior Secondary School,Robis,077812784,mission
220401306,JSS,North,kambia district council,4,Macoth Comprehensive Academy Jss,Macoth,077951724,community
220402102,Preschool,North,kambia district council,4,Kambia District Education Committee Pre Primary,Mambolo,76970452,community
220402103,Preschool,North,kambia district council,4,Ahmadiyya Pre School,Rokurp,077621381,mission
220402201,Primary,North,kambia district council,4,Ahmadiyya Muslim Primary School,Mambolo,78977725,mission
220402202,Primary,North,kambia district council,4,Kambia District Education Committedec Primary School,Mambolo,76628667,government
220402203,Primary,North,kambia district council,4,Kambia District Council Primary School,Matatie,76528173,government
220402204,Primary,North,kambia district council,4,Children Welfare Primary,Matempeh,77678588,mission
220402205,Primary,North,kambia district council,4,Community Primary School,Rok-Bop,76943766,community
220402206,Primary,North,kambia district council,4,Ahmadiyya Muslim Primary School,Rokel,88236249,mission
220402207,Primary,North,kambia district council,4,Children Welfare Primary,Rokel,76701165,mission
220402208,Primary,North,kambia district council,4,Church Of God Primary,Rokel,76492751,mission
220402209,Primary,North,kambia district council,4,Kambia District Education Community Primary,Rotainbana,77646893,government
220402210,Primary,North,kambia district council,4,Ahmadiyya Muslim Primary School,Rupet,76882958,mission
220402211,Primary,North,kambia district council,4,Kambia District Education Committee Primary Schhol,Katema,76491272,government
220402301,JSS,North,kambia district council,4,Scarcies Baptist Secondary School,Mambolo,076792250,mission
220402302,JSS,North,kambia district council,4,Wallah Islamic Agric Jr Secoundary School,Mambolo,077347529,community
220402303,JSS,North,kambia district council,4,Children Welfare Islamic Secondary School,Rokel,077597714,mission
220402404,SSS,North,kambia district council,4,Scarces Baptist Senior Secondary School,Mambolo,076792250,mission
220403201,Primary,North,kambia district council,4,Kambia District Council Primary,Bakeh Laimray,088009958,government
220403202,Primary,North,kambia district council,4,Church Of God Primary,Kalainkay,78537732,mission
220403204,Primary,North,kambia district council,4,Kambia District Council Primary School,Makirbo,76545486,government
220403205,Primary,North,kambia district council,4,Church Of God Primary School,Robalie,78636444,mission
220403206,Primary,North,kambia district council,4,Kambia District Education Committee Primary School,Rokothr Wallah,78927307,government
220403207,Primary,North,kambia district council,4,Benevolent Islamic Primary School,Rotain Bana,78529735,community
220403208,Primary,North,kambia district council,4,Kambia District Education Committee Primary School,Tombo Wallah,76585877,government
220403209,Primary,North,kambia district council,4,King Fahad Islamic Primary School,Tombowala,78652358,mission
220403211,Primary,North,kambia district council,4,Commmunity Primary School,Yealbana,099218798,community
220403212,Primary,North,kambia district council,4,Kankalay Islamic Primary School,Tombo Wallah,099214321,mission
220403301,JSS,North,kambia district council,4,Little Scarcies Agricultural Junior Secondary School,Bakeh Laimray,077627221,community
220403302,JSS,North,kambia district council,4,Ahmadiyya Muslim Secondary School,Tombo Wallah,079361771,mission
220403303,JSS,North,kambia district council,4,Mammy Fanny Memorial Junior Secondary School,Tombowallah,077853643,community
220501201,Primary,North,kambia district council,5,Roman Catholic Primary,Banka Thalla,099034724,mission
220501202,Primary,North,kambia district council,5,Children'S Welfare Primary School,Bantomy,076179360,mission
220501203,Primary,North,kambia district council,5,Community Primary School,Bennah,088904844,community
220501204,Primary,North,kambia district council,5,King Faisal Primary School,Feika,076514155,mission
220501205,Primary,North,kambia district council,5,Kambia District Education Primary School,Kayimbor,088784088,government
220501206,Primary,North,kambia district council,5,Children Welfare Primary School,Kereneh Talla,030397860,mission
220501207,Primary,North,kambia district council,5,Kambia District Education Committee Primary,Mafaray,030785037,government
220501208,Primary,North,kambia district council,5,Children'S Welfare Primary School,Malkiya,79328162,mission
220501209,Primary,North,kambia district council,5,Sierra Leone Muslim Brotherhood Primary School,Mange Maserie,099219229,mission
220501210,Primary,North,kambia district council,5,King Faisal Islamic Primary School,Rokhaanu,080385792,mission
220501211,Primary,North,kambia district council,5,Children'S Welfare Primary School Rolal-Kie,Mothma,78368141,mission
220501213,Primary,North,kambia district council,5,Cps Gbonko,Thalla,099916461,community
220501214,Primary,North,kambia district council,5,Kubra Agricultural Primary School,Rosent,030167471,mission
220501301,JSS,North,kambia district council,5,Children Welfare Islamic Junior Secondary School,Katic Junction,088757201,mission
220502101,Preschool,North,kambia district council,5,Roman Catholic Preparatory School,null,030161164,mission
220502102,Preschool,North,kambia district council,5,Kpc Pre Sch,Masimra,None,government
220502201,Primary,North,kambia district council,5,Movement Of Faith Primary School,Barmoi Munu,088409938,mission
220502202,Primary,North,kambia district council,5,Roman Catholic Primary School,Barmoimunu,030584244,mission
220502203,Primary,North,kambia district council,5,Kambia District Education Committee Primary School,Mabonkaya,088850284,government
220502204,Primary,North,kambia district council,5,Kambia District Education Committee Primary School,Mange Kamald,077924555,government
220502205,Primary,North,kambia district council,5,Children'S Welfare Primary School,Mapollon,077880538,mission
220502206,Primary,North,kambia district council,5,Sierra Leone Muslim Brotherhood Primary School,Robanka,077230943,mission
220502207,Primary,North,kambia district council,5,Roman Catholic Primary School,Tawuya-Manu,077876420,mission
220502208,Primary,North,kambia district council,5,Community Primary School,Sumbuya,077923511,government
220502301,JSS,North,kambia district council,5,Saint Paul Junior Secondary School,Barmoi-Munu,077151775,mission
220502302,JSS,North,kambia district council,5,Umar-Bin-Al-Khatab Islamic Junior Secondary Robanka,Makulloh,077798501,mission
220503101,Preschool,North,kambia district council,5,Kdc Preparatory School,Kawula,077594184,government
220503102,Preschool,North,kambia district council,5,King Fasial Pre School,Kawala,077532196,mission
220503201,Primary,North,kambia district council,5,Omar Moktar Primary School,Bassia Bundu,077404026,mission
220503202,Primary,North,kambia district council,5,Community Primary School Gbalan,Makuku,077553508,community
220503203,Primary,North,kambia district council,5,Ahmadiyya Muslim Primary School Gbalan,Mayinka,099918289,mission
220503204,Primary,North,kambia district council,5,King Faisal Islamic Primary,Kania,099415174,mission
220503205,Primary,North,kambia district council,5,Kambia District Education Committee Primary School,Kawula,077594184,government
220503206,Primary,North,kambia district council,5,King Faisal Islamic Primary,Kawula,077532196,mission
220503207,Primary,North,kambia district council,5,Ahmadiyya Muslim Primary School,Kirmabana,077450005,mission
220503208,Primary,North,kambia district council,5,Ahmadiyya Muslim Primary School,Lal-Gberay,077519298,mission
220503209,Primary,North,kambia district council,5,Kambia District Education Committee Primary,Laminaya,088224386,government
220503210,Primary,North,kambia district council,5,Community Primary School,Laya,030594064,government
220503211,Primary,North,kambia district council,5,Cps Primary School,Lungi-Gbaya,030022357,community
220503212,Primary,North,kambia district council,5,Community Primary School,Makaiba,099797147,community
220503213,Primary,North,kambia district council,5,C.P.S,Nonkoh,088672978,community
220503214,Primary,North,kambia district council,5,Roman Catholic Primary School Rokupr,Wosie,077324888,mission
220503215,Primary,North,kambia district council,5,Community Primary School,Ro-Yeama,03071617,community
220503216,Primary,North,kambia district council,5,Kambia District Education Committee Primary School,Samu,099094687,government
220503218,Primary,North,kambia district council,5,Kambia District Education Committee School,Masimra,088320358,government
220503301,JSS,North,kambia district council,5,King Faisal Islamic Junior Secondary School,Kawula,077531841,community
220503302,JSS,North,kambia district council,5,Omar Mokhtar Islamic Jss,Masimra,030010323,mission
220601201,Primary,North,kambia district council,6,Ahmadiyya Muslim Primary School Bubuya,Junc,099683884,mission
220601202,Primary,North,kambia district council,6,Kambia District Council Primary School,Bureya,76459639,government
220601203,Primary,North,kambia district council,6,Ahmadiyya Muslim Primary School,Kamp Dee Soria,77628575,mission
220601204,Primary,North,kambia district council,6,Kambia District Council Primary School,Kangbor,76326737,government
220601205,Primary,North,kambia district council,6,Movement Of Islamic Primary School,Laya Junction,88416449,mission
